id_left	string_left
1440706	Veritas will also expand its storage resource management (SRM) suite with the Precise StorageCentral software, focused on file and quota management in Windows environments.
962147	PeopleSoft's board of directors has said it will meet soon to consider the Oracle offer.
369222	The new servers will run either Linux or the x86 version of Solaris, he said.
2341131	A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.
882056	Hundreds of people have signed petitions calling for Dr Kelly's resignation for his handling of allegedly sexually abusive priests.
3165117	U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 21 others, the military said.
820929	Both devices implement the v1.2 standard's eSCO facility to provide the basis for new cordless telephony applications.
1369208	The first time was in 1999, when Bashir replaced the former leader of JI, Abdullah Sungkar, who had died.
1934435	Former roommate and teammate Carlton Dotson, 21, was arrested and charged with murder July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.
1721438	Three other fires in or near the park were contained on Wednesday.
149519	"""""""""""""""The integration is exceeding almost every expectation we set for ourselves,"""""""" Mr Roberts said on Thursday."""""""
2656347	The Vatican devised a mini-lift to allow the pope to get on and off helicopters.
1230767	Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.
2642526	"""""""Mr. Suen said this evening, after the ruling, that Hong Kong's cabinet would meet """"""""very soon"""""""" to decide whether to resume construction."""""""
2620066	Geraldine Andrews, the pastor's daughter-in-law, said Robinson recently took her daughter out of a mental health facility.
2168028	Some psychiatrists, Dr. Lieberman among them, noted that other studies of S.S.R.I.'s in children had also failed to find large differences in effectiveness between the drugs and placebos.
149566	The CWA, which represents more than 2,300 Comcast employees, called that excessive when a typical union employee makes about $27,000 a year.
2111185	"""""""In Montana, tensions were high yesterday morning as officials prepared for what one official called an """"""""ugly"""""""" forecast: more dry lightning and windstorms."""""""
981498	British Airways' New York-to-London runs will end in October.
3201393	After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.
1852060	Still, analysts said they were disappointed by the company's 68 million pretax charge for weather-related and test failure costs on its Polar Tanker crude oil tanker program.
409963	In addition, UDDI will have to significantly be improved to handle those aspects of SOAs.
1247215	In fresh bloodshed last night, four Palestinian militants were killed by an explosion in the Gaza Strip, Palestinian witnesses and medics said.
722337	"""""""Get it all out,"""""""" says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City."""""""
2266280	Orange shares jumped as much as 15 percent.
2706184	Warden Gene Fischi said the two inmates broke a 12-by-18-inch cell window, threw a mattress to the ground, and shimmied down the makeshift rope to a second-story roof.
809733	They described the abductor as a Hispanic man in his 30s or early 40s, 5-feet-2 to 5-feet-5, weighing about 160 pounds.
453008	According to Microsoft's latest proxy report, Ballmer held nearly 471 million shares as of Sept. 9, 2002.
1007748	"""""""He said it was a movie """"""""meant to inspire, not offend""""""""."""""""
540236	Bush plans to meet with Israeli Prime Minister Ariel Sharon and the new Palestinian prime minister, Mahmoud Abbas, in the Jordanian port of Aqaba on Wednesday.
707997	"""""""Ultimately, however, Mrs Clinton decided she still loved her husband – although """"""""as a wife, I wanted to wring Bill's neck""""""""."""""""
2673409	At 12 months there was still a difference in function, although it was not a significant one.
2201275	RAAF officers said yesterday a fully armed F/A-18 Hornet fighter-bomber was positioned to intercept the intruder.
2282250	They certainly reveal a very close relationship between Boeing and senior Washington officials.
2405928	AMD made the announcement on Tuesday at the Embedded Systems Conference in Boston.
1605375	Trans fats are created when hydrogen is added to vegetable oil, solidifying it and increasing the shelf life of certain products.
2003690	Shortly after the opening bell, the Dow Jones Industrial Average was up 11.13 to 9,228.48, while the S&P 500 index gained 1.74 to 982.33.
1441004	Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.
284939	Small-business customers paying $1,200 to $3,200 a year could save $60 to $120.
1755837	After the Houston event, Bush returned to his Crawford, Texas, ranch, where he will host Italian Prime Minister Silvio Berlusconi on Sunday and Monday.
356760	The minister said police had identified the bodies of seven of the 14-member cell believed to have carried out the five almost simultaneous attacks in Casablanca on Friday night.
320900	The WiFi potties were to be unveiled this summer, at music festivals in Britain.
3130795	"""""""""""""""I carried 100 percent of the votes in San Jose -- of all the Austrian-born body builders,"""""""" Schwarzenegger said during the benefit at the Fairmont Hotel."""""""
2077781	Dubbed Project Mad Hatter, the Linux-based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows.
1952593	"""""""""""""""It was going to involve others,"""""""" said prosecutor Kenneth Karas at a Jan. 30 court hearing, reports the Associated Press."""""""
2570361	It was third time lucky for Hempleman-Adams, 46, after two previous abandoned attempts to make ballooning history.
813931	In fact, Fatima Haque's prom tonight had practically everything one might expect on one of a teenage girl's most important nights.
3270859	A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.
956229	He has been at UCSD since 1991 and was appointed chancellor in 1996, after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials.
1236789	The stock rose $2.11, or about 11 percent, to close on Friday at $21.51 on the New York Stock Exchange.
1619243	She had only a single condition, that the book not be published until her death.
2412316	"""""""""""""""Your withdrawal from our country is inevitable, whether it happens today or tomorrow, and tomorrow will come soon."""""""""""""""
1039561	Former company chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors.
921188	In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales.
1692604	The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.
2221620	Trading volume was light at 726.40 million shares, but above the 642.73 million exchanged at the same point Wednesday.
130644	Shares of Corixa fell 12 cents to $6.88 on the Nasdaq stock market.
489705	The plan is to convert half of its eight million local phone lines within the next six years.
15843	It aims to end 31 months of violence in which at least 2,034 Palestinians and 737 Israelis have been killed.
2028254	A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.
2498187	Halabi's military attorney, Air Force Maj. James Key, denied the charges, which could carry a death penalty.
2599788	The report by the independent expert committee aims to dissipate any suspicion about the Hong Kong government's handling of the SARS crisis.
2920498	The new companies will begin trading on Nasdaq today under the ticker symbols PLMO and PSRC.
1048581	There's a Jeep in my parents' yard right now that's not theirs,'' said Perry, whose parents are vacationing in North Carolina.
316726	"""""""""""""""But they did not, as of the time of this particular tragic event, provide the security we had requested,"""""""" Mr Jordan said."""""""
1258198	Avery Dennison estimated second-quarter revenue between $1.2 billion and $1.23 billion, up 14 percent to 16 percent from a year earlier.
2428146	Mehr said police had no way of knowing what Kilpatrick was shooting at when he fired his gun.
1569822	If Fortigel, a testosterone gel, had been approved, Cellegy would have reached profitability by the second half of 2004, Mr. Juelis said.
1703385	Authorities identified the tipster as Richard Powell, who is imprisoned for killing his landlady in 1982.
2521033	But an agency employee lent the tape to a friend, who lent it to Mr. Gonzalez.
410868	"""""""""""""""Due to economic and creative realities, many key people will not be returning,"""""""" producer David E. Kelley said in a statement."""""""
2791651	The technology-packed Nasdaq Composite Index <.IXIC> dropped 37.78 points, or 1.94 percent, to 1,912.36.
3047564	Spinnaker employs roughly 83 people; NetApp employs 2,400.
2601132	The new analysis found that 32 of the 16,608 participants developed ovarian cancer during about 5 years of follow-up.
1014017	Prairie dogs sold as exotic pets are believed to have been infected in an Illinois pet shop by a Gambian giant rat imported from Africa.
443834	Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken.
3270881	Thirty-three of the 42 men had been arrested by Wednesday evening, said Daniel Bogden, U.S. attorney in Nevada.
1114039	Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.
3017926	The events mark the latest twists in an unfolding scandal involving a form of trading that takes advantage of delays in the ways funds are priced.
2955842	The number of lung transplantations also increased from 30 to 64, and the mean waiting time on the transplant list decreased from 290 days to 87 days.
56110	Advanced Micro Devices Inc. Tuesday introduced its Athlon MP 2800+ processor for entry-level one- and two-way servers and workstations.
1907627	The University of Louisville also is auditing Shumaker's expenses while he was president there.
679656	Though she defeated Williams on May 17 in the semifinals at Rome, Mauresmo isn't favored today.
468109	As a result of the decision, Brown said CareFirst subscribers won't have access to Blue Cross Blue Shield nationwide and to international service providers.
716590	Delmon was 5 when Dmitri was drafted with the fourth pick by St. Louis in 1991.
2777839	"""""""""""""""Tomorrow at the Mission Inn, I have the opportunity to congratulate the governor-elect of the great state of California."""""""
2629137	Then it temporarily retracts the hard drive's read-write head until the system is stabilized again.
2081791	On Thursday, Long heard arguments from both sides.
1958080	The broader Standard & Poor's 500 Index .SPX rose 3.47 points, or 0.36 percent, to 977.59.
58745	In morning trading, the Dow Jones industrial average was up 40.12, or 0.5 percent, at 8,571.69, having fallen 51 points Monday.
3281508	The poll shows Bill White supported by 53 percent of surveyed voters -- Orlando Sanchez by 35 percent.
545374	The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao.
1784891	On Monday, Lynch was awarded the Bronze Star, Purple Heart and Prisoner of War medals at Walter Reed Army Medical Center in Washington.
424522	"""""""""""""""Mr Gilbertson would have been entitled to these (pension) payments irrespective of the circumstances in which he left the company,"""""""" Mr Argus said."""""""
1290541	They found that 18 percent of the men who took finasteride, or 803 men, developed prostate cancer.
684555	He is suspected of being a key figure in Jemaah Islamiyah, the al-Qa'eda-linked terror group which has been blamed for the bombings.
1473639	"""""""Mr. Day said that the consequences had been """"""""catastrophic"""""""" for the women involved and for the many mixed-race children shunned in their communities."""""""
1279777	The Conference Board reported its U.S. Consumer Confidence Index slipped to 83.5 in June from 83.6 in May.
1184765	A cul de sac with homes burned to the foundation was visible from above.
981820	The billing mix-up, for between $100,000 and $250,000, went unnoticed until after their legal defense fund paid out roughly $7 million in fees.
547205	His attorney said he is disputing the accusations through the securities dealers association's hearing process.
571179	Black Democratic leaders were trying to arrange a meeting with Democratic National Committee Chairman Terry McAuliffe to discuss the layoffs of 10 minority staffers at party headquarters.
2664077	Douglas Robinson, a senior vice president of finance, will take over as chief financial officer on an interim basis.
394992	United States State Department spokesman Richard Boucher said: 'It is our judgment that the possible avenues to a peaceful resolution were not fully explored at the Tokyo conference.
2984155	The same survey a month ago had Street leading Katz 42 percent to 34 percent, with 21 percent undecided.
3306046	A search for three missing teenagers uncovered at least two bodies buried beneath freshly poured concrete in the basement of a house, authorities said Wednesday.
2174189	Amazon also reported that the New York Attorney General's office had settled civil fraud charges with one of the spoofers it identified.
1568536	In the latest violence, insurgents threw a bomb at a U.S. convoy in northern Baghdad, killing one soldier.
2801973	Once converted, BayStar will own an aggregate of approximately 2.95 million shares of SCO common stock or 17.5 percent of the company's outstanding shares.
81715	Worldwide, the disease has now infected 6,727 people in 30 countries and caused 478 deaths.
1669792	"""""""""""""""It would be completely irresponsible to reverse course and kill country-of-origin labeling,"""""""" said Daschle."""""""
3190205	Change will take time, but is necessary for the nation's largest home improvement store chain if it is to grow amid increasing competition, chief executive Bob Nardelli said.
773604	"""""""The new version, W32/Sobig.C-mm, had already reached a """"""""high level"""""""" outbreak status by Monday, according to security analysts."""""""
2480969	If convicted of the spying charges, he could face the death penalty.
240528	Lucas Goodrum, 21, of Scottsville was arrested Sunday in the death of Katie Autry, of Pellville.
1481822	Ernst & Young admitted no wrongdoing with the settlement.
1246488	Police said they arrested a man on suspicion of burglary, which covers unauthorized entry.
1934785	Dennehy, who transferred to Baylor last year after getting kicked off the University of New Mexico Lobos for temper tantrums, had begun to read the Bible daily.
1351687	Bulger's brother is now on the agency's ''10 Most Wanted'' list, sought in connection with 21 murders.
50459	Complicating the situation is the presence of battle-hardened Liberians who have been fighting on both sides.
1462789	"""""""""""""""We're pleased with the judge's decision,"""""""" said Mark Herr, spokesman for Merrill Lynch."""""""
2635069	Her lawyer, M. H. Reese Norris, called the decision an injustice and promised to appeal.
1240334	"""""""""""""""From Justin to Kelly,"""""""" starring """"""""American Idol"""""""" winner Kelly Clarkson and runner-up Justin Guarini, opened at No. 11 with only $2.9 million."""""""
1227467	Looking to buy the latest Harry Potter?
2920398	"""""""""""""""A more favorable job market was a major factor in the turnaround,"""""""" said Lynn Franco, Director of the Conference Board Consumer Research Center."""""""
2941188	The veteran rock group's four-disc DVD set, called Four Flicks and due Nov. 11 from TGA Entertainment, is expected to be one of the holiday season's top sellers.
1091223	Compounding the pain for bonds, housing starts jumped a strong 6.1 percent in May while industrial output edged up 0.1 percent, just beating forecasts of a flat outcome.
2697609	Her body was found at the foot of a back staircase in the couple's expensive home in Durham.
126035	TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.
2946090	The euro was at 126.38/43 yen little changed from its late U.S. level of 126.35 yen but down sharply from around 127.60 yen the same time on Tuesday.
645274	The loss ends the run of four straight Williams vs. Williams major finals, all won by Serena.
2209390	"""""""""""""""It just seems like all the issues that we support, he doesn't,"""""""" said Gabriela Lemus of LULAC."""""""
2628322	Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.
349046	The film is the second of a trilogy, which will wrap up in November with The Matrix Revolutions.
1068085	ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.
123084	The body's hair, sources said, appeared to be blond with dark roots, the same as Aronov's.
1259362	The state wanted every insurer doing business in California to turn over records of Holocaust-era insurance policies or risk losing its license to operate in the state.
2706322	Selenski descended down the wall and used the mattress to climb over razor wire.
2170889	"""""""It added that unless the problems are fixed, """"""""the scene is set for another accident."""""""""""""""
53868	Canadian officials have agreed to run a complementary threat response exercise.
2964167	"""""""""""""""There is the real potential for a secondary collapse,"""""""" Gov. James McGreevey said."""""""
1933212	Certain to give Democrats hope was Bush's hypothetical matchup with a generic Democrat; the president prevailed 43 percent to 38 percent.
411629	Oracle followed with 33.8 percent of the market and Microsoft came in third with an 18 percent share.
2226542	Weather forecasters are sending out warnings for heavy rainfall that could wash out the tail end of the holiday weekend.
3119581	"""""""""""""""It seems to me ... we're just dealing with bragging rights here, who wins and who loses,"""""""" said Gammerman, who heard the case without a jury."""""""
1733042	In addition, primary care trusts (PCTs) were given star ratings for the first time this year.
1088238	Kodak expects earnings of 5 cents to 25 cents a share in the quarter.
1852616	For legal purposes, J.P. Morgan and Citigroup neither admit nor deny the SEC charges under the settlements.
1605335	Even as little as 2 or 3 grams of trans fat a day — a glazed doughnut has 4 grams — can increase health risks.
1386850	During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.
1627107	House Democrats are planning a series of town meetings throughout the nation this month to lay out their complaints about the House bill.
1803308	Opponents of the ban also are planning a protest rally at City Hall tomorrow at 1 p.m. to coincide with the scheduled start of the state ban.
2452454	He left the army for Syria where he received religious training.
3322356	He fought for laws that kept his daughter segregated and in an inferior position.
3368666	Also Wednesday, a minibus detonated a roadside bomb in a Baghdad traffic tunnel, killing two people and wounding two others, hospital officials said.
2044580	"""""""Buchan responded by first noting that, in crafting the tax relief packages, """"""""the president has always had both the short-term and the long-term in mind."""""""""""""""
1245861	The Ottoman Dignity will carry the oil to a Turkish refinery on the Aegean coast.
1944635	Sales fell to $3.3bn in 2002 as the bad news hit the US market.
660825	Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.
2726905	"""""""According to SunnComm's Peter Jacobs, """"""""MediaMax performs exactly as 'advertised' to the companies who purchased it."""""""
1257767	Swartz, indicted in February, had argued that New Hampshire was the wrong place to charge him.
114526	Batters faced: Sheets 28, Vizcaino 2, DeJean 4, Clement 26, Alfonseca 4, Guthrie 2, Farnsworth 4.
1678501	Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.
2664285	Then, suddenly, the ONS reported a fresh 0.6 per cent slump in manufacturing output.
105896	Qantas issued its second profit downgrade in six weeks yesterday, as the airline warned of more job cuts owing to the ongoing impact of SARS on passenger demand.
1088243	The company said industrywide sales of consumer film in China during April and May were nearly half of the amount sold during the same two months a year ago.
142836	Gyorgy Heizler, head of the local disaster unit, said the coach had been carrying 38 passengers.
3323324	A Chinese court yesterday jailed two people for life and imprisoned 12 others for organising a sex party involving hundreds of Japanese tourists.
832965	"""""""It's one of the nicer rounds I have ever played and the best chance I have ever had of a 59."""""""""""""""
1447826	The nurse, age 51, worked at North York General Hospital.
3333313	Mr. Mask said Mr. Cullen would be taken from the Somerset County Jail by Thursday and moved to the Ann Klein Forensic Hospital just outside Trenton for psychiatric care.
2695490	Ohmer ruled the law warranted further review by the Missouri Supreme Court and would have caused irreparable harm had it taken effect Saturday.
1602901	Chera Larkins, 32, of Manhattan, charged with three sham marriages, is also charged with perjury and filing a false instrument.
2829255	Muhammad and Malvo, 18, are not related, but have referred to each other as father and son.
899514	"""""""Five foreign embassies, including the Singapore embassy in Bangkok, were among those targeted,"""""""" the Singapore statement said."""""""
1911842	A company spokesman declined to comment further Wednesday, and a Redding Medical Center official didn't immediately return telephone calls.
459103	The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.
2130737	The organizers of the University Games, which began Thursday, were hoping North Korea's participation would help boost inter-Korean reconciliation in the leadup to this week's summit.
3048010	"""""""""""""""Intel will use this advancement along with other innovations, such as strained silicon and tri-gate transistors, to extend transistor scaling and Moore's Law,"""""""" he added."""""""
2046632	Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal.
1501926	He explained that he found Antetonitrus when he came to Wits in 2001 as a post-doctoral research assistant at England's University of Bristol.
142840	The bodies of some of the dead, pulled out from under the train, were laid out beside the tracks while emergency services brought in wooden coffins.
46041	"""""""""""""""I had no direct interest and Craxi begged me to intervene because he believed the operation damaged the state,"""""""" he told a packed courtroom during a 45-minute address."""""""
529550	The Winston-Salem, North Carolina company opened six stores during the quarter, bringing the total to 282.
1110096	Such a step could put the issue before the UN Security Council.
2117310	Besides Hampton and Newport News, the grant funds water testing in Yorktown, King George County, Norfolk and Virginia Beach.
762905	Kim Clijsters reached the French Open final for the second time, benefiting from a little luck Thursday to erase a set point and beating unseeded Nadia Petrova 7-5, 6-1.
127941	"""""""However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made""""""""."""""""
1953419	The department ordered an 18.2 percent reduction for Allstate Texas Lloyds and a 12 percent reduction for State Farm Lloyds.
3325149	The study was published Thursday in The New England Journal of Medicine (news - web sites).
472552	On Tuesday, the Nikkei Average dropped 107.08 points, or 1.3 percent, to close at 8,120.24.
147757	Volume was moderate at 827.68 million shares, up from 798.95 million at the same point Tuesday.
2557333	A magnitude 8 quake hit the area Friday, setting off a fire in another tank that consumed 188,700 barrels, of crude oil.
1353340	"""""""""""""""The European Union is basically absent,"""""""" said Tito Barbini, regional minister for agriculture in Tuscany, Italy."""""""
327386	The drop in core wholesale prices in April reflected falling prices for cars, trucks, men's and boy's clothes and cigarettes.
1662147	Yunos allegedly prepared the bombs' wiring while Al-Ghozi reportedly admitted preparing the switch on the alarm-clock triggers and packing the explosives, the prosecutors said.
566629	Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.
919471	Iraq is selling about 10 million barrels of oil that's currently in storage.
3124187	A 114-year-old Japanese woman who had assumed the title of the world's oldest person last month died Thursday, a spokesperson for Hiroshima city said.
243889	"""""""So was Edie Falco, the critically praised co-star of """"""""Frankie and Johnny."""""""""""""""
1118215	All 180,000 DHS employees soon will receive a lapel pin and personalized certificate bearing the seal, DHS said.
2800415	Althardt said there was no indication that any of the sick children needed to be hospitalized.
2892951	Hatab suffered a broken hyoid bone, a U-shaped bone that supports the tongue.
1915787	Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.
1629043	A Stage 1 episode is declared when ozone levels reach 0.20 parts per million.
1590795	A Global Crossing spokeswoman and a Pentagon spokesman declined to comment.
2112314	State Education Commissioner Kent King said Wednesday that the scores on the Missouri Assessment Program tests disappointed him.
2339033	His mother contacted the Federal Public Defender's office in Sacramento, which has agreed to handle his surrender, she says.
1732321	A $50 million plan to keep Detroit Receiving and Hutzel Women's hospitals open was offered Tuesday under proposed funding from state officials.
262371	Dean aides estimated the plan would cost about $88 billion annually, and Dean said he would pay for it by eliminating portions of Bush's tax cuts.
3385862	Meanwhile, Harrison said, investigators were working through the holiday to prevent a potential outbreak of the deadly disease and to calm public fears about the food supply.
1346613	"""""""Added Mr. Prodi: """"""""Maybe, but the old age helps us to understand our strengths and our weakness."""""""""""""""
2573431	A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub.
2024850	Consolidated operating income for the fourth quarter was $570 million, up 26% from the $452 million reported a year ago.
1559185	He'll be swept over any minute or just die of the cold, Moriarty thought.
946033	Baz Luhrmann's opulent version of the Puccini opera will fold June 29 after a disappointing seven-month run and losses of about $6 million.
2851764	FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.
269572	Consumer groups are against the changes, saying they hurt individuality in markets.
303693	The bodies of 17 undocumented immigrants who suffocated in a stifling trailer were discovered yesterday at a south Texas truck stop where smugglers had abandoned them.
2304383	If convicted of violating the Truth in Domain Names Act, Zuccarini could face up to four years in prison and a $250,000 fine.
913945	"""""""Dewhurst's proposal calls for an abrupt end to the controversial """"""""Robin Hood"""""""" plan for school finance."""""""
956497	Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs.
1106208	Lawmakers at the closed-door hearing focused on the National Intelligence Estimate reports on Iraq's chemical, biological and nuclear weapons programs.
897291	This left the Eurotop 300 benchmark about six points off its highest level since January 17 -- hit earlier in the session.
3123765	"""""""One of the 14 Kurds pointed at the word """"""""refugee"""""""" in an English/Turkish dictionary."""""""
448135	The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.
1928336	Last year, he made his first foray into public politics, running a successful proposition campaign to secure state funding for after-school programs.
2182439	"""""""Officials are trying to retrieve the bodies from the water,"""""""" police officer J.D. Tambe told Reuters, adding 26 of the dead were women."""""""
757743	Two convicted killers and another inmate escaped from a state prison on a busy street Wednesday by cutting through a fence, a Corrections Department official said.
3266495	The court case does not include another rule, which also took effect Nov. 29, that allows cell customers to keep their phone numbers when they switch wireless companies.
1958110	The Dow Jones industrial average .DJI added 47.9 points, or 0.52 percent, to 9,174.35.
2124663	Mitchell Garabedian, an attorney representing many young men who have claimed they were molested by Geoghan, said he was shocked and surprised to hear of the jail death.
238742	Leung faces a sentence of up to 50 years if convicted on all counts.
1048572	Belcher said the airport's conference room became a shelter for several families who had hiked up hillsides ahead of rising water.
952419	The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period.
3249177	Both sets of findings were presented Dec. 1 at the annual meeting of the Radiological Society of North America in Chicago.
246753	Murdoch's family owns about 30 percent of News Corp. shares.
2872719	Duque arrived with Foale and Kaleri but will return to Earth with Lu and Malenchenko.
2257636	The talks, the first involving Washington and Pyongyang since April, had their share of fireworks.
2565147	The confusion capped a tumultuous week for the list, which is intended to block about 80 percent of telemarketing calls.
1952940	The blaze then spread to several surrounding structures on the property and destroyed them.
511204	Among those waiting a turn was Jodie Singer, a sixth-grader from Washington, D.C.
2447636	"""""""""""""""We can presume that we've prevented a very large number of infections and some significant amount of clinical disease,"""""""" he said."""""""
1363185	"""""""In an editorial in the journal, two breast-cancer researchers said hormones' effect on the breast created a double-whammy that is """"""""almost unique"""""""" in medicine."""""""
2357099	Consumers still would have to get a descrambling security card from their cable operator to plug into the set.
31099	Wells’ other series include NBC’s ER and Third Watch.
62543	Mr. Turner transferred about 10 million shares to a charitable trust before they were sold.
1771984	NASA officials are delicately seeking advice on what to do with the 84,000 shattered pieces from Columbia, cautiously broaching the idea of putting some shuttle parts on display.
673735	Customers can use Release Candidate 1 of Exchange Server 2003--available Monday--as a stepping stone to the final release this summer.
635287	Air Canada, the largest airline in Canada and No. 11 in the world, has been under court protection from creditors since April 1.
2240133	Mr. Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association.
476702	The fire began about two hours later, the result of an explosion that was likely caused by a steam leak, officials said.
3243744	For the entire season, the average five-day forecast track error was 259 miles, Franklin said.
758152	"""""""He urged Congress to """"""""send me the final bill as soon as possible so that I can sign it into law."""""""""""""""
1883640	"""""""""""""""Clearly, the debate (over recent developments) has had an effect,"""""""" says David Smith of the Human Rights Campaign."""""""
1692641	The commission estimated California lost $937 million to corporate tax shelters in 2001.
1381338	"""""""These men """"""""are entitled to respect for their private lives,"""""""" Kennedy said."""""""
2005347	The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate group.
2015421	The elderly and those with weakened immune systems are also urged to protect against mosquito bites.
3247313	Turkish authorities have said all the suicide bombers were Turks.
306380	Kadyrov was not injured, but four of his bodyguards were among those killed.
54708	Green wrote, The documents show that in one two-month period, Bennett wired more than $1.4 million to cover losses.
3416357	A subsequent report claimed that Jackson had actually become a member of the Nation of Islam.
747906	Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld.
1820031	Seven of the nine major Democratic presidential candidates will address the forum.
2306029	Declining issues outnumbered advancers nearly 2 to 1 on the New York Stock Exchange.
1834873	The new system costs between $1.1 million and $22 million, depending on configuration.
2020596	Monday said it has its first customer for its controversial Intellectual Property Compliance License for SCO UNIX Rights.
1048019	Patients' rights advocates crashed it by squeezing into camera range, protesting the FMA's acceptance of major financial support from First Professionals Insurance.
197690	The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.
1696670	"""""""German prosecutors have ruled out any charges in Germany, meaning extradition """"""""could happen very soon,"""""""" Ullrich said."""""""
45966	The trial is entering a crucial stage as Italy prepares to assume the rotating presidency of the European Union on July 1.
355531	"""""""""""""""I've stopped looters, run political parties out of abandoned buildings, caught people with large amounts of cash and weapons,"""""""" Williams said."""""""
306786	There were conflicting reports about the number of casualties yesterday.
1447754	The first health-care worker in the country to die of SARS was a Filipina-Canadian who contracted the disease at North York General Hospital, the site of the second outbreak.
129865	Nextel Partners Inc. NXTP.O , which provides wireless phone service, fell 59 cents, or 9.8 percent, to $5.41.
746211	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.
63310	Tennessee officials are setting up relief services and mobile communications in Jackson after power was wiped out in the town.
507751	Colin Powell, the Secretary of State, said contacts with Iran would not stop.
3119781	"""""""The workers accuse General Dynamics of """"""""reverse age discrimination"""""""" because of a change in retirement benefits in 1997."""""""
769308	South San Francisco's Genentech, the world's second-biggest biotechnology company, rose 6.6 percent to $66.73.
2168769	Wyoming and New Mexico both reported two deaths within the past week.
1319620	Net revenue rose to $3.99 billion from $3.85 billion during the same quarter last year.
329386	The April decline was the biggest since October, 2001.
1661235	"""""""""""""""I'm not going to be sponsoring it because it is not our proposal but I'm not going to be negative about it""""""""."""""""
893924	Sources within the racing industry have told the Daily Bulletin that Fontana will get a second NASCAR race on Labor Day weekend starting next season.
3257537	Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.
1177406	Common side effects include nasal congestion, runny nose, sore throat and cough, the FDA said.
228847	NBC probably will end the season as the second most popular network behind CBS, which is first among the key 18-to-49-year-old demographic.
3062267	The judge said Congress is the best forum for weighing the prescription drug importation issue.
228808	NBC will probably end the season as the second most popular network behind CBS, although it's first among the key 18-to-49-year-old demographic.
228853	Happy Family has ex-Night Court star Larroquette and Christine Baranski as a couple whose children move back home after college.
3245018	And because it is so far out in international water, salvage company Odyssey Marine Exploration does not have to share the wealth with coastal state governments.
2839498	The European Commission has developed a set of guidelines to help public administrators decide whether to migrate their enterprises to Open Source Software or not.
1571097	Thirty-seven per cent of CEOs who expect stronger profits cited reduced costs as the main reason.
3327716	Nine seconds later, it broke the sound barrier and continued its steep powered ascent.
8570	Aprils unemployment rate is the highest since late last year.
